행정구역별,산업별,종사자규모별,사업체수 (개),종사자수 (명)
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,210,484
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,122,818
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,71,969
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,69,2148
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,17,1110
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,5,612
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",300 - 499명,1,X
인천,건설업(41~42),계,6278,55565
인천,건설업(41~42),1 - 4명,3871,8093
인천,건설업(41~42),5 - 9명,1210,7982
인천,건설업(41~42),10 - 19명,730,9541
인천,건설업(41~42),20 - 49명,335,9653
인천,건설업(41~42),50 - 99명,81,5550
인천,건설업(41~42),100 - 299명,38,5485
인천,건설업(41~42),300 - 499명,6,2118
인천,건설업(41~42),500 - 999명,4,2628
인천,건설업(41~42),1000명 이상,3,4515
인천,도매 및 소매업(45~47),계,47008,146626
인천,도매 및 소매업(45~47),1 - 4명,40624,73465
인천,도매 및 소매업(45~47),5 - 9명,4425,27670
인천,도매 및 소매업(45~47),10 - 19명,1346,17681
인천,도매 및 소매업(45~47),20 - 49명,493,13649
인천,도매 및 소매업(45~47),50 - 99명,75,4960
인천,도매 및 소매업(45~47),100 - 299명,41,6409
인천,도매 및 소매업(45~47),300 - 499명,2,X
인천,도매 및 소매업(45~47),500 - 999명,1,X
인천,도매 및 소매업(45~47),1000명 이상,1,X
인천,운수 및 창고업(49~52),계,26111,84685
인천,운수 및 창고업(49~52),1 - 4명,24299,26416
인천,운수 및 창고업(49~52),5 - 9명,862,5649
인천,운수 및 창고업(49~52),10 - 19명,445,5830
인천,운수 및 창고업(49~52),20 - 49명,281,8319
인천,운수 및 창고업(49~52),50 - 99명,99,6903
인천,운수 및 창고업(49~52),100 - 299명,106,15311
인천,운수 및 창고업(49~52),300 - 499명,9,3369
인천,운수 및 창고업(49~52),500 - 999명,5,3240
인천,운수 및 창고업(49~52),1000명 이상,5,9648
인천,숙박 및 음식점업(55~56),계,36043,111297
인천,숙박 및 음식점업(55~56),1 - 4명,30560,63696
인천,숙박 및 음식점업(55~56),5 - 9명,4302,26492
인천,숙박 및 음식점업(55~56),10 - 19명,922,11474
인천,숙박 및 음식점업(55~56),20 - 49명,218,6154
인천,숙박 및 음식점업(55~56),50 - 99명,34,2249
인천,숙박 및 음식점업(55~56),100 - 299명,6,781
인천,숙박 및 음식점업(55~56),300 - 499명,1,X
인천,정보통신업(58~63),계,1023,9902
인천,정보통신업(58~63),1 - 4명,637,1227
인천,정보통신업(58~63),5 - 9명,191,1187
인천,정보통신업(58~63),10 - 19명,115,1497
인천,정보통신업(58~63),20 - 49명,45,1421
인천,정보통신업(58~63),50 - 99명,21,1495
인천,정보통신업(58~63),100 - 299명,12,1847
인천,정보통신업(58~63),300 - 499명,1,X
인천,정보통신업(58~63),500 - 999명,1,X
인천,금융 및 보험업(64~66),계,1802,25635
인천,금융 및 보험업(64~66),1 - 4명,551,1241
인천,금융 및 보험업(64~66),5 - 9명,426,3032
인천,금융 및 보험업(64~66),10 - 19명,478,6192
인천,금융 및 보험업(64~66),20 - 49명,265,8381
인천,금융 및 보험업(64~66),50 - 99명,63,3979
인천,금융 및 보험업(64~66),100 - 299명,19,2810
인천,부동산업(68),계,8175,23363
인천,부동산업(68),1 - 4명,7092,11272
인천,부동산업(68),5 - 9명,769,5037
인천,부동산업(68),10 - 19명,222,2861
인천,부동산업(68),20 - 49명,76,2204
인천,부동산업(68),50 - 99명,11,774
인천,부동산업(68),100 - 299명,3,479
인천,부동산업(68),300 - 499명,2,X
인천,"전문, 과학 및 기술 서비스업(70~73)",계,3840,30601
인천,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,2407,4999
인천,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,942,5979
인천,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,288,3764
인천,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,133,3898
인천,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,37,2432
인천,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,23,3582
인천,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,6,2289
인천,"전문, 과학 및 기술 서비스업(70~73)",500 - 999명,3,2012
인천,"전문, 과학 및 기술 서비스업(70~73)",1000명 이상,1,X
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,3029,47082
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,2026,3820
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,396,2515
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,224,3005
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,214,6594
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,79,5395
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,67,11674
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,12,4849
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,7,4353
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1000명 이상,4,4877
인천,"공공행정, 국방 및 사회보장 행정(84)",계,485,36806
인천,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,44,95
인천,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,51,376
인천,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,136,2028
인천,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,149,4412
인천,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,36,2374
인천,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,43,7059
인천,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,9,3456
인천,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,11,7665
인천,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,6,9341
인천,교육 서비스업(85),계,8321,73735
인천,교육 서비스업(85),1 - 4명,5763,11044
인천,교육 서비스업(85),5 - 9명,1317,8422
인천,교육 서비스업(85),10 - 19명,460,6117
인천,교육 서비스업(85),20 - 49명,363,11817
인천,교육 서비스업(85),50 - 99명,370,25894
인천,교육 서비스업(85),100 - 299명,41,5494
인천,교육 서비스업(85),300 - 499명,4,1626
인천,교육 서비스업(85),500 - 999명,2,X
인천,교육 서비스업(85),1000명 이상,1,X
인천,보건업 및 사회복지 서비스업(86~87),계,7384,101680
인천,보건업 및 사회복지 서비스업(86~87),1 - 4명,2623,7887
인천,보건업 및 사회복지 서비스업(86~87),5 - 9명,2634,16714
인천,보건업 및 사회복지 서비스업(86~87),10 - 19명,1228,16425
인천,보건업 및 사회복지 서비스업(86~87),20 - 49명,624,18566
인천,보건업 및 사회복지 서비스업(86~87),50 - 99명,175,11471
인천,보건업 및 사회복지 서비스업(86~87),100 - 299명,81,13000
인천,보건업 및 사회복지 서비스업(86~87),300 - 499명,6,2538
인천,보건업 및 사회복지 서비스업(86~87),500 - 999명,8,5671
인천,보건업 및 사회복지 서비스업(86~87),1000명 이상,5,9408
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,6882,21974
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,6106,10141
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,565,3586
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,119,1569
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,64,1968
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,19,1300
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,7,1232
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",500 - 999명,1,X
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",1000명 이상,1,X
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,20247,43178
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,18806,26565
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,940,6017
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,345,4514
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,130,3763
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,18,1183
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,8,1136
광주,전체 산업,계,119617,616265
광주,전체 산업,1 - 4명,96633,176069
광주,전체 산업,5 - 9명,13712,87238
광주,전체 산업,10 - 19명,5100,66818
광주,전체 산업,20 - 49명,2747,82173
광주,전체 산업,50 - 99명,885,60851
광주,전체 산업,100 - 299명,445,70224
광주,전체 산업,300 - 499명,53,19809
광주,전체 산업,500 - 999명,27,18951
광주,전체 산업,1000명 이상,15,34132
광주,"농업, 임업 및 어업(01~03)",계,34,383
광주,"농업, 임업 및 어업(01~03)",1 - 4명,18,41
광주,"농업, 임업 및 어업(01~03)",5 - 9명,7,50
광주,"농업, 임업 및 어업(01~03)",10 - 19명,5,62
광주,"농업, 임업 및 어업(01~03)",20 - 49명,3,100
광주,"농업, 임업 및 어업(01~03)",100 - 299명,1,X
광주,광업(05~08),계,7,51
광주,광업(05~08),1 - 4명,3,8
광주,광업(05~08),5 - 9명,3,19
광주,광업(05~08),20 - 49명,1,X
광주,제조업(10~34),계,9105,86109
광주,제조업(10~34),1 - 4명,6313,12622
광주,제조업(10~34),5 - 9명,1516,10113
광주,제조업(10~34),10 - 19명,617,8170
광주,제조업(10~34),20 - 49명,439,13401
광주,제조업(10~34),50 - 99명,134,9546
광주,제조업(10~34),100 - 299명,70,10681
광주,제조업(10~34),300 - 499명,7,2635
광주,제조업(10~34),500 - 999명,5,3144
광주,제조업(10~34),1000명 이상,4,15797
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",계,206,1393
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,181,266
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,12,72
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,3,42
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,4,131
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,3,237
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,3,645
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,161,2056
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,72,151
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,40,263
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,22,297
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,23,757
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,1,X
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,3,525
광주,건설업(41~42),계,5353,58128
광주,건설업(41~42),1 - 4명,2758,6859
광주,건설업(41~42),5 - 9명,1339,8783
광주,건설업(41~42),10 - 19명,733,9717
광주,건설업(41~42),20 - 49명,352,10465
광주,건설업(41~42),50 - 99명,91,6000
광주,건설업(41~42),100 - 299명,72,12065
광주,건설업(41~42),300 - 499명,5,1750
광주,건설업(41~42),500 - 999명,2,X
광주,건설업(41~42),1000명 이상,1,X
광주,도매 및 소매업(45~47),계,31616,93051
광주,도매 및 소매업(45~47),1 - 4명,27751,51524
광주,도매 및 소매업(45~47),5 - 9명,2756,17177
광주,도매 및 소매업(45~47),10 - 19명,765,9943
광주,도매 및 소매업(45~47),20 - 49명,285,7959
광주,도매 및 소매업(45~47),50 - 99명,37,2323
광주,도매 및 소매업(45~47),100 - 299명,20,2893
광주,도매 및 소매업(45~47),300 - 499명,1,X
광주,도매 및 소매업(45~47),500 - 999명,1,X
광주,운수 및 창고업(49~52),계,9774,29917
광주,운수 및 창고업(49~52),1 - 4명,9126,9779
광주,운수 및 창고업(49~52),5 - 9명,214,1401
광주,운수 및 창고업(49~52),10 - 19명,155,2115
광주,운수 및 창고업(49~52),20 - 49명,189,5810
광주,운수 및 창고업(49~52),50 - 99명,58,3757
광주,운수 및 창고업(49~52),100 - 299명,27,4225
광주,운수 및 창고업(49~52),300 - 499명,3,1105
광주,운수 및 창고업(49~52),500 - 999명,2,X
광주,숙박 및 음식점업(55~56),계,20044,61476
광주,숙박 및 음식점업(55~56),1 - 4명,16896,36980
광주,숙박 및 음식점업(55~56),5 - 9명,2622,16127
광주,숙박 및 음식점업(55~56),10 - 19명,450,5583
광주,숙박 및 음식점업(55~56),20 - 49명,63,1808
광주,숙박 및 음식점업(55~56),50 - 99명,11,691
광주,숙박 및 음식점업(55~56),100 - 299명,2,X
광주,정보통신업(58~63),계,878,8290
광주,정보통신업(58~63),1 - 4명,561,1128
광주,정보통신업(58~63),5 - 9명,161,1009
광주,정보통신업(58~63),10 - 19명,73,993
광주,정보통신업(58~63),20 - 49명,50,1554
광주,정보통신업(58~63),50 - 99명,17,1182
광주,정보통신업(58~63),100 - 299명,16,2424
광주,금융 및 보험업(64~66),계,1557,24375
광주,금융 및 보험업(64~66),1 - 4명,434,1002
광주,금융 및 보험업(64~66),5 - 9명,432,2983
광주,금융 및 보험업(64~66),10 - 19명,372,4985
광주,금융 및 보험업(64~66),20 - 49명,244,7349
광주,금융 및 보험업(64~66),50 - 99명,55,3455
광주,금융 및 보험업(64~66),100 - 299명,15,2015
광주,금융 및 보험업(64~66),300 - 499명,3,1282
광주,금융 및 보험업(64~66),500 - 999명,2,X
광주,부동산업(68),계,5149,19153
광주,부동산업(68),1 - 4명,4337,6591
광주,부동산업(68),5 - 9명,479,3111
광주,부동산업(68),10 - 19명,253,3352
광주,부동산업(68),20 - 49명,66,1700
광주,부동산업(68),50 - 99명,5,371
광주,부동산업(68),100 - 299명,7,1177
광주,부동산업(68),1000명 이상,2,X
광주,"전문, 과학 및 기술 서비스업(70~73)",계,3238,19249
광주,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,2199,4657
광주,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,663,4198
광주,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,238,3053
광주,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,109,3196
광주,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,15,1024
광주,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,11,1609
광주,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,2,X
광주,"전문, 과학 및 기술 서비스업(70~73)",500 - 999명,1,X
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,2224,30822
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,1619,3160
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,238,1513
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,120,1615
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,139,4140
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,55,3908
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,35,6269
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,12,4667
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,4,2642
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1000명 이상,2,X
광주,"공공행정, 국방 및 사회보장 행정(84)",계,264,17945
광주,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,16,44
광주,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,17,127
광주,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,104,1496
광주,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,71,2176
광주,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,21,1485
광주,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,20,2972
광주,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,6,2107
광주,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,7,4565
광주,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,2,X
광주,교육 서비스업(85),계,6985,52745
광주,교육 서비스업(85),1 - 4명,5475,9838
광주,교육 서비스업(85),5 - 9명,760,4873
광주,교육 서비스업(85),10 - 19명,276,3567
광주,교육 서비스업(85),20 - 49명,201,6532
광주,교육 서비스업(85),50 - 99명,238,16680
광주,교육 서비스업(85),100 - 299명,26,3622
광주,교육 서비스업(85),300 - 499명,6,2329
광주,교육 서비스업(85),500 - 999명,1,X
광주,교육 서비스업(85),1000명 이상,2,X
광주,보건업 및 사회복지 서비스업(86~87),계,4891,68462
광주,보건업 및 사회복지 서비스업(86~87),1 - 4명,2171,6188
광주,보건업 및 사회복지 서비스업(86~87),5 - 9명,1462,9241
광주,보건업 및 사회복지 서비스업(86~87),10 - 19명,640,8382
광주,보건업 및 사회복지 서비스업(86~87),20 - 49명,386,11564
광주,보건업 및 사회복지 서비스업(86~87),50 - 99명,117,8284
광주,보건업 및 사회복지 서비스업(86~87),100 - 299명,104,16601
광주,보건업 및 사회복지 서비스업(86~87),300 - 499명,7,2535
광주,보건업 및 사회복지 서비스업(86~87),500 - 999명,2,X
광주,보건업 및 사회복지 서비스업(86~87),1000명 이상,2,X
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,4239,13327
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,3736,6540
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,381,2327
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,71,875
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,29,864
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,13,899
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,8,1453
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",300 - 499명,1,X
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,13892,29333
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,12967,18691
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,610,3851
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,203,2571
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,93,2643
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,14,946
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,5,631
대전,전체 산업,계,117557,618271
대전,전체 산업,1 - 4명,95788,170141
대전,전체 산업,5 - 9명,13027,82829
대전,전체 산업,10 - 19명,4767,62625
대전,전체 산업,20 - 49명,2547,77213
대전,전체 산업,50 - 99명,869,59879
대전,전체 산업,100 - 299명,433,67550
대전,전체 산업,300 - 499명,58,21868
대전,전체 산업,500 - 999명,43,29028
대전,전체 산업,1000명 이상,25,47138
대전,"농업, 임업 및 어업(01~03)",계,14,318
대전,"농업, 임업 및 어업(01~03)",1 - 4명,8,10
대전,"농업, 임업 및 어업(01~03)",5 - 9명,1,X
대전,"농업, 임업 및 어업(01~03)",10 - 19명,2,X
대전,"농업, 임업 및 어업(01~03)",20 - 49명,1,X
대전,"농업, 임업 및 어업(01~03)",100 - 299명,2,X
대전,광업(05~08),계,3,15
대전,광업(05~08),1 - 4명,2,X
대전,광업(05~08),5 - 9명,1,X
대전,제조업(10~34),계,8220,61879
대전,제조업(10~34),1 - 4명,6103,12087
대전,제조업(10~34),5 - 9명,1225,8267
대전,제조업(10~34),10 - 19명,420,5736
대전,제조업(10~34),20 - 49명,311,9440
대전,제조업(10~34),50 - 99명,81,5709
대전,제조업(10~34),100 - 299명,66,10194
대전,제조업(10~34),300 - 499명,7,2623
대전,제조업(10~34),500 - 999명,4,2707
대전,제조업(10~34),1000명 이상,3,5116
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",계,39,1575
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,19,41
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,5,35
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,1,X
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,5,157
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,5,352
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,3,571
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",300 - 499명,1,X
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,135,3205
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,60,158
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,28,183
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,21,262
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,15,496
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,8,485
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,1,X
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",300 - 499명,1,X
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1000명 이상,1,X
대전,건설업(41~42),계,4134,40488
대전,건설업(41~42),1 - 4명,2331,5461
대전,건설업(41~42),5 - 9명,893,5790
대전,건설업(41~42),10 - 19명,576,7459
대전,건설업(41~42),20 - 49명,232,6640
대전,건설업(41~42),50 - 99명,58,4013
대전,건설업(41~42),100 - 299명,37,6219
대전,건설업(41~42),300 - 499명,4,1412
대전,건설업(41~42),500 - 999명,2,X
대전,건설업(41~42),1000명 이상,1,X
대전,도매 및 소매업(45~47),계,30718,90795
대전,도매 및 소매업(45~47),1 - 4명,26939,49574
대전,도매 및 소매업(45~47),5 - 9명,2665,16683
대전,도매 및 소매업(45~47),10 - 19명,779,10242
대전,도매 및 소매업(45~47),20 - 49명,270,7849
대전,도매 및 소매업(45~47),50 - 99명,42,2923
대전,도매 및 소매업(45~47),100 - 299명,23,3524
대전,운수 및 창고업(49~52),계,12730,35058
대전,운수 및 창고업(49~52),1 - 4명,12230,12833
대전,운수 및 창고업(49~52),5 - 9명,184,1203
대전,운수 및 창고업(49~52),10 - 19명,111,1498
대전,운수 및 창고업(49~52),20 - 49명,122,4032
대전,운수 및 창고업(49~52),50 - 99명,52,3296
대전,운수 및 창고업(49~52),100 - 299명,26,4650
대전,운수 및 창고업(49~52),300 - 499명,2,X
대전,운수 및 창고업(49~52),500 - 999명,1,X
대전,운수 및 창고업(49~52),1000명 이상,2,X
대전,숙박 및 음식점업(55~56),계,21249,65647
대전,숙박 및 음식점업(55~56),1 - 4명,17932,38186
대전,숙박 및 음식점업(55~56),5 - 9명,2692,16592
대전,숙박 및 음식점업(55~56),10 - 19명,511,6404
대전,숙박 및 음식점업(55~56),20 - 49명,91,2681
대전,숙박 및 음식점업(55~56),50 - 99명,18,1118
대전,숙박 및 음식점업(55~56),100 - 299명,5,666
대전,정보통신업(58~63),계,1205,14399
대전,정보통신업(58~63),1 - 4명,638,1364
대전,정보통신업(58~63),5 - 9명,262,1660
대전,정보통신업(58~63),10 - 19명,134,1768
대전,정보통신업(58~63),20 - 49명,110,3368
대전,정보통신업(58~63),50 - 99명,46,3292
대전,정보통신업(58~63),100 - 299명,12,1843
대전,정보통신업(58~63),300 - 499명,3,1104
대전,금융 및 보험업(64~66),계,1418,21797
대전,금융 및 보험업(64~66),1 - 4명,413,1018
대전,금융 및 보험업(64~66),5 - 9명,358,2456
대전,금융 및 보험업(64~66),10 - 19명,319,4122
대전,금융 및 보험업(64~66),20 - 49명,261,8000
대전,금융 및 보험업(64~66),50 - 99명,50,3256
대전,금융 및 보험업(64~66),100 - 299명,15,2075
대전,금융 및 보험업(64~66),300 - 499명,1,X
대전,금융 및 보험업(64~66),500 - 999명,1,X
대전,부동산업(68),계,4237,14646
대전,부동산업(68),1 - 4명,3523,5579
대전,부동산업(68),5 - 9명,441,2888
대전,부동산업(68),10 - 19명,179,2356
대전,부동산업(68),20 - 49명,78,2366
대전,부동산업(68),50 - 99명,12,804
대전,부동산업(68),100 - 299명,4,653
대전,"전문, 과학 및 기술 서비스업(70~73)",계,3201,44732
대전,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,2000,4195
대전,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,685,4373
대전,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,273,3609
대전,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,141,4147
대전,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,41,2870
대전,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,33,5457
대전,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,10,3740
대전,"전문, 과학 및 기술 서비스업(70~73)",500 - 999명,15,9280
대전,"전문, 과학 및 기술 서비스업(70~73)",1000명 이상,3,7061
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,2100,37968
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,1384,2598
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,233,1452
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,158,2150
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,151,4597
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,85,6097
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,69,10437
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,13,4888
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,6,4499
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1000명 이상,1,X
대전,"공공행정, 국방 및 사회보장 행정(84)",계,278,26508
대전,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,26,54
대전,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,7,52
대전,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,63,968
대전,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,94,2984
대전,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,33,2167
대전,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,33,5330
대전,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,10,3864
대전,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,8,5542
대전,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,4,5547
대전,교육 서비스업(85),계,5739,57939
대전,교육 서비스업(85),1 - 4명,4155,7363
대전,교육 서비스업(85),5 - 9명,812,5168
대전,교육 서비스업(85),10 - 19명,304,4029
대전,교육 서비스업(85),20 - 49명,219,7065
대전,교육 서비스업(85),50 - 99명,198,14001
대전,교육 서비스업(85),100 - 299명,38,5034
대전,교육 서비스업(85),300 - 499명,4,1523
대전,교육 서비스업(85),500 - 999명,3,2152
대전,교육 서비스업(85),1000명 이상,6,11604
